Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Valor_anuncio_float,Valor_anuncio_milhoes,Preço por m²
Rua Geórgia,Brooklin Paulista,São Paulo,160,3,3,4,R$ 1.700.000,1700000.0,1.7,10625.0
Rua Mil Oitocentos e Vinte e Dois,Ipiranga,São Paulo,282,4,3,2,R$ 950.000,950000.0,0.95,3368.794326241135
Rua Mário,Vila Romana,São Paulo,150,3,4,2,R$ 1.170.000,1170000.0,1.17,7800.0
Rua Eugênio da Silva,Horto Florestal,São Paulo,254,3,3,4,R$ 721.000,721000.0,0.721,2838.582677165354
,Jardim Everest,São Paulo,642,4,5,6,R$ 5.200.000,5200000.0,5.2,8099.688473520249
,Vila Bertioga,São Paulo,170,3,4,4,R$ 1.050.000,1050000.0,1.05,6176.470588235294
,Jardim Prudência,São Paulo,137,3,5,2,R$ 1.000.000,1000000.0,1.0,7299.270072992701
Rua Marquês de Lages,Vila Moraes,São Paulo,360,4,3,4,R$ 790.000,790000.0,0.79,2194.4444444444443
Avenida Morumbi,Morumbi,São Paulo,405,4,3,4,R$ 1.600.000,1600000.0,1.6,3950.617283950617
,Brooklin Paulista,São Paulo,363,3,5,4,R$ 1.600.000,1600000.0,1.6,4407.713498622589
,Vila Mariana,São Paulo,110,3,4,1,R$ 1.011.000,1011000.0,1.011,9190.90909090909
,Indianópolis,São Paulo,600,6,6,8,R$ 5.500.000,5500000.0,5.5,9166.666666666666
,Santo Amaro,São Paulo,351,4,3,4,R$ 2.200.000,2200000.0,2.2,6267.806267806268
Rua Berlioz,Vila Ida,São Paulo,362,4,6,5,R$ 4.500.000,4500000.0,4.5,12430.939226519336
,Jaraguá,São Paulo,64,2,1,1,R$ 280.000,280000.0,0.28,4375.0
Rua Belmiro Zanetti Esteves,Vila Mira,São Paulo,190,3,4,2,R$ 649.900,649900.0,0.6499,3420.5263157894738
Rua Judite de Bueno de Azevedo,Vila São José (Ipiranga),São Paulo,120,3,1,1,R$ 550.000,550000.0,0.55,4583.333333333333
"Avenida Professor Fonseca Rodrigues, 298 ",Alto de Pinheiros,São Paulo,343,4,7,4,R$ 8.634.300,8634300.0,8.6343,25172.88629737609
Rua Embuaçu,Vila Mariana,São Paulo,150,3,3,3,R$ 800.000,800000.0,0.8,5333.333333333333
,Vila Oratório,São Paulo,350,3,4,5,R$ 1.500.000,1500000.0,1.5,4285.714285714285
"Rua das Açucenas, 50 ",Cidade Jardim,São Paulo,500,4,7,4,R$ 5.400.000,5400000.0,5.4,10800.0
Rua Jani Penoy Arcuri,Jardim Peri,São Paulo,250,1,1,4,R$ 450.000,450000.0,0.45,1800.0
,Jardim Coimbra,São Paulo,210,3,2,2,R$ 387.000,387000.0,0.387,1842.857142857143
"Rua Álvaro Rodrigues, 658 ",Vila Cordeiro,São Paulo,300,3,4,2,R$ 1.700.000,1700000.0,1.7,5666.666666666667
,Jardim Paulistano,São Paulo,515,5,6,5,R$ 13.500.000,13500000.0,13.5,26213.59223300971
Rua Aburá,Sítio do Mandaqui,São Paulo,80,2,3,2,R$ 490.000,490000.0,0.49,6125.0
,Mooca,São Paulo,270,4,3,3,R$ 1.200.000,1200000.0,1.2,4444.444444444444
,Cidade Monções,São Paulo,375,4,4,3,R$ 2.400.000,2400000.0,2.4,6400.0
Rua Acaiacá,Cidade Líder,São Paulo,300,3,3,8,R$ 599.000,599000.0,0.599,1996.6666666666667
Rua Aratanji,Vila Nova Cachoeirinha,São Paulo,250,3,5,4,R$ 850.000,850000.0,0.85,3400.0
,Jardim da Glória,São Paulo,265,4,5,5,R$ 2.900.000,2900000.0,2.9,10943.396226415094
,Jardim Paulista,São Paulo,467,3,6,3,R$ 6.000.000,6000000.0,6.0,12847.96573875803
"Rua Vercínio Pereira de Souza, 872 ",Jardim Tietê,São Paulo,140,1,1,2,R$ 260.000,260000.0,0.26,1857.142857142857
"Avenida Mauro Marques da Silva, 156 ",Vila Antônio,São Paulo,80,2,1,2,R$ 375.000,375000.0,0.375,4687.5
,Santo Amaro,São Paulo,420,3,5,3,R$ 1.980.000,1980000.0,1.98,4714.285714285715
Rua Benedito Felizardo,Sítio Represa,São Paulo,37000,4,2,4,R$ 2.900.000,2900000.0,2.9,78.37837837837837
"Rua Araxiá, 122 ",Jardim Guedala,São Paulo,461,4,5,3,R$ 2.350.000,2350000.0,2.35,5097.61388286334
,Vila Suzana,São Paulo,185,3,3,3,R$ 870.000,870000.0,0.87,4702.7027027027025
Rua Doutor Carneiro Maia,Vila Água Funda,São Paulo,143,2,2,2,R$ 850.000,850000.0,0.85,5944.055944055944
,Alto da Lapa,São Paulo,358,3,4,6,R$ 2.100.000,2100000.0,2.1,5865.921787709497
,Vila Romana,São Paulo,195,3,2,3,R$ 957.010,957010.0,0.95701,4907.74358974359
Rua Miguel Sutil,Vila Cordeiro,São Paulo,135,2,1,2,R$ 1.200.000,1200000.0,1.2,8888.888888888889
Rua Ilhota,Vila Carrão,São Paulo,285,4,4,4,R$ 600.000,600000.0,0.6,2105.2631578947367
,Jardim Paulista,São Paulo,505,4,5,3,R$ 9.000.000,9000000.0,9.0,17821.78217821782
Rua das Ameixeiras,Conjunto Residencial Jardim Canaã,São Paulo,175,3,5,2,R$ 600.000,600000.0,0.6,3428.5714285714284
Rua Escobar Ortiz,Vila Nova Conceição,São Paulo,357,4,4,3,R$ 6.340.000,6340000.0,6.34,17759.103641456582
,Jardim Vila Mariana,São Paulo,305,3,2,6,R$ 2.500.000,2500000.0,2.5,8196.72131147541
,Jardim Santo Amaro,São Paulo,255,3,4,4,R$ 1.300.000,1300000.0,1.3,5098.0392156862745
,Vila Lúcia,São Paulo,345,3,1,5,R$ 1.810.000,1810000.0,1.81,5246.376811594203
Rua das Hortênsias,Mirandópolis,São Paulo,175,3,3,2,R$ 930.000,930000.0,0.93,5314.285714285715
,Jardim Anália Franco,São Paulo,150,3,4,3,R$ 1.220.000,1220000.0,1.22,8133.333333333333
,Brooklin Paulista,São Paulo,255,4,5,4,R$ 2.200.000,2200000.0,2.2,8627.450980392157
Rua Dom Silvério Pimenta,Vila Gumercindo,São Paulo,176,3,5,5,R$ 1.350.000,1350000.0,1.35,7670.454545454545
,Jardim Europa,São Paulo,177,2,3,2,R$ 4.400.000,4400000.0,4.4,24858.75706214689
Rua Matilde Diez,Vila do Castelo,São Paulo,458,3,1,5,R$ 780.000,780000.0,0.78,1703.056768558952
Rua Octávio Modolin,Jardim Rosa Maria,São Paulo,90,2,2,2,R$ 370.000,370000.0,0.37,4111.111111111111
,Jardim Monte Kemel,São Paulo,130,3,4,2,R$ 600.000,600000.0,0.6,4615.384615384615
,Vila Gomes Cardim,São Paulo,389,4,3,5,R$ 2.014.000,2014000.0,2.014,5177.377892030849
Rua Trinta e Um de Março,Fazenda Morumbi,São Paulo,434,4,5,4,R$ 1.000.000,1000000.0,1.0,2304.147465437788
Rua João Álvares Soares,Campo Belo,São Paulo,205,4,6,6,R$ 2.900.000,2900000.0,2.9,14146.341463414634
"Rua Carlos Petit, 175 ",Vila Mariana,São Paulo,400,11,5,3,R$ 2.800.000,2800000.0,2.8,7000.0
Rua Elizabeth Trovão Usui,Vila Olímpia,São Paulo,116,3,2,2,R$ 1.600.000,1600000.0,1.6,13793.103448275862
"Rua Bernardino Machado, 321 ",Granja Julieta,São Paulo,898,7,9,4,R$ 3.920.000,3920000.0,3.92,4365.256124721604
,Chácara Inglesa,São Paulo,95,3,3,2,R$ 900.000,900000.0,0.9,9473.684210526315
,Santo Amaro,São Paulo,275,3,3,3,R$ 1.650.000,1650000.0,1.65,6000.0
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,250,2,2,3,R$ 1.800.000,1800000.0,1.8,7200.0
"Rua Paraupava, 176 ",Belenzinho,São Paulo,140,3,3,2,R$ 670.000,670000.0,0.67,4785.714285714285
Rua Cerro Corá,Vila Romana,São Paulo,90,2,2,1,R$ 710.000,710000.0,0.71,7888.888888888889
Rua Jacatirão,Chácara Monte Alegre,São Paulo,420,4,7,4,R$ 2.500.000,2500000.0,2.5,5952.380952380952
Rua Senador Milton Campos,Santo Amaro,São Paulo,190,3,3,2,R$ 1.300.000,1300000.0,1.3,6842.105263157895
Rua Engenheiro Osvaldo Andreani,Vila Rio Branco,São Paulo,120,2,4,2,R$ 670.000,670000.0,0.67,5583.333333333333
"Rua Luiz Galhanone, 404 ",Jardim Viana,São Paulo,280,4,5,3,R$ 2.500.000,2500000.0,2.5,8928.57142857143
,Vila Progredior,São Paulo,200,3,2,2,R$ 2.200.000,2200000.0,2.2,11000.0
Travessa Umberto Bignardi,Paraíso,São Paulo,190,11,8,2,R$ 2.500.000,2500000.0,2.5,13157.894736842105
,Vila Monumento,São Paulo,95,2,2,2,R$ 750.000,750000.0,0.75,7894.736842105263
,Vila Madalena,São Paulo,320,3,4,4,R$ 1.980.000,1980000.0,1.98,6187.5
,Jardim da Glória,São Paulo,750,6,9,6,R$ 2.880.000,2880000.0,2.88,3840.0
,Morumbi,São Paulo,184,1,1,1,R$ 827.739,827739.0,0.827739,4498.58152173913
,Cambuci,São Paulo,366,4,5,5,R$ 1.650.000,1650000.0,1.65,4508.196721311476
Rua Ministro Oscar Saraiva,Vila Brasílio Machado,São Paulo,160,3,2,2,R$ 700.000,700000.0,0.7,4375.0
Rua Wagih Assad Abdalla,Morumbi,São Paulo,520,5,9,6,R$ 4.800.000,4800000.0,4.8,9230.76923076923
Rua Gaurama,Jardim Franca,São Paulo,450,5,6,5,R$ 2.200.000,2200000.0,2.2,4888.888888888889
Rua Luís Góis,Mirandópolis,São Paulo,197,2,1,1,R$ 1.600.000,1600000.0,1.6,8121.827411167513
,City América,São Paulo,573,5,6,8,R$ 2.015.000,2015000.0,2.015,3516.5794066317626
,Vila Bancária Munhoz,São Paulo,140,3,1,2,R$ 580.000,580000.0,0.58,4142.857142857143
Rua Acuruá,Vila Romana,São Paulo,290,4,3,2,R$ 2.200.000,2200000.0,2.2,7586.206896551724
Rua Cristiano Viana,Cerqueira César,São Paulo,120,2,2,1,R$ 880.000,880000.0,0.88,7333.333333333333
Rua Viena,Sacomã,São Paulo,127,3,2,2,R$ 880.000,880000.0,0.88,6929.133858267716
Rua Conde de Porto Alegre,Campo Belo,São Paulo,381,3,3,3,R$ 1.900.000,1900000.0,1.9,4986.876640419948
,Jardim Londrina,São Paulo,175,4,4,2,R$ 850.000,850000.0,0.85,4857.142857142857
,Chácara Monte Alegre,São Paulo,333,5,1,2,R$ 1.400.000,1400000.0,1.4,4204.204204204204
,Vila Ester (Zona Norte),São Paulo,226,3,3,4,R$ 670.000,670000.0,0.67,2964.6017699115046
Rua São José,Santo Amaro,São Paulo,800,4,5,12,R$ 8.200.000,8200000.0,8.2,10250.0
,Pinheiros,São Paulo,140,2,3,1,R$ 1.915.000,1915000.0,1.915,13678.57142857143
Rua Professor Henrique Neves Lefevre,Jardim Petrópolis,São Paulo,947,4,5,10,R$ 9.000.000,9000000.0,9.0,9503.695881731785
,Indianópolis,São Paulo,200,4,4,1,R$ 3.405.000,3405000.0,3.405,17025.0
,Jardim Hípico,São Paulo,133,2,4,3,R$ 1.750.000,1750000.0,1.75,13157.894736842105
,Campo Belo,São Paulo,210,4,4,2,R$ 1.190.000,1190000.0,1.19,5666.666666666667
,Morumbi,São Paulo,685,4,6,4,R$ 4.400.000,4400000.0,4.4,6423.3576642335765
,Jardim Patente,São Paulo,182,2,1,2,R$ 450.000,450000.0,0.45,2472.5274725274726
,Pacaembu,São Paulo,355,3,3,3,R$ 1.850.000,1850000.0,1.85,5211.267605633803
Avenida Piassanguaba,Planalto Paulista,São Paulo,265,3,4,2,R$ 2.350.000,2350000.0,2.35,8867.924528301886
Rua Visconde de Guilhofrei,Brooklin,São Paulo,95,2,2,2,R$ 947.000,947000.0,0.947,9968.421052631578
Avenida Nhandu,Planalto Paulista,São Paulo,285,3,4,2,R$ 890.000,890000.0,0.89,3122.8070175438597
,Vila Clementino,São Paulo,165,3,1,6,R$ 2.400.000,2400000.0,2.4,14545.454545454546
Rua Nove de Julho,Santo Amaro,São Paulo,256,3,5,2,R$ 1.800.000,1800000.0,1.8,7031.25
,Vila Nova Curuçá,São Paulo,112,1,1,1,R$ 188.682,188682.0,0.188682,1684.6607142857142
Rua Sousa Ramos,Vila Mariana,São Paulo,255,3,1,10,R$ 2.500.000,2500000.0,2.5,9803.921568627451
Rua Carlos Petit,Vila Mariana,São Paulo,295,3,1,3,R$ 2.500.000,2500000.0,2.5,8474.57627118644
,Sumaré,São Paulo,555,3,4,6,R$ 3.598.010,3598010.0,3.59801,6482.9009009009005
"Rua Doutor João Batista de Lacerda, , 248 ",Quarta Parada,São Paulo,155,3,3,4,R$ 750.000,750000.0,0.75,4838.709677419355
,Jardim Londrina,São Paulo,225,3,5,6,R$ 950.000,950000.0,0.95,4222.222222222223
"Rua Sônia Ribeiro, 1342 ",Brooklin,São Paulo,265,4,6,3,R$ 2.300.000,2300000.0,2.3,8679.245283018869
Rua Luís Gama,Cambuci,São Paulo,325,3,1,6,R$ 1.200.000,1200000.0,1.2,3692.3076923076924
,Cidade Jardim,São Paulo,922,3,6,11,R$ 9.500.000,9500000.0,9.5,10303.687635574837
"Rua Inácio Manuel Álvares, 854 ",Jardim Ester,São Paulo,205,2,3,4,R$ 830.000,830000.0,0.83,4048.7804878048782
,Jardim Paulista,São Paulo,705,4,6,3,R$ 11.000.000,11000000.0,11.0,15602.836879432623
,Jardim Paulista,São Paulo,525,4,6,6,R$ 7.500.000,7500000.0,7.5,14285.714285714286
Rua Escritor Abeguar Bastos,Indianópolis,São Paulo,205,3,5,2,R$ 1.600.000,1600000.0,1.6,7804.878048780488
Rua Laerte Assunção,Jardim Paulistano,São Paulo,405,4,6,5,R$ 7.000.000,7000000.0,7.0,17283.95061728395
,Vila Morse,São Paulo,150,3,4,2,R$ 700.000,700000.0,0.7,4666.666666666667
Avenida George Saville Dodd,Jardim Guedala,São Paulo,755,5,8,9,R$ 7.500.000,7500000.0,7.5,9933.774834437087
,Alto da Lapa,São Paulo,255,3,4,6,R$ 2.000.000,2000000.0,2.0,7843.137254901961
,Brás,São Paulo,110,3,2,1,R$ 550.000,550000.0,0.55,5000.0
,Jardim dos Estados,São Paulo,780,5,8,6,R$ 4.800.000,4800000.0,4.8,6153.846153846154
Rua Mesquita,Vila Deodoro,São Paulo,150,3,4,2,R$ 1.300.000,1300000.0,1.3,8666.666666666666
"Rua Araporé, 0 ",Jardim Guedala,São Paulo,860,4,3,8,R$ 6.000.000,6000000.0,6.0,6976.7441860465115
Avenida Aratãs,Indianópolis,São Paulo,265,3,3,2,R$ 990.000,990000.0,0.99,3735.8490566037735
,Jardim América,São Paulo,680,4,6,20,R$ 11.500.000,11500000.0,11.5,16911.764705882353
"Rua Maria Celina, 119 ",Cursino,São Paulo,185,3,2,2,R$ 797.900,797900.0,0.7979,4312.972972972973
Praça Graciliano Ramos,Vila Mariana,São Paulo,241,4,2,3,R$ 1.450.000,1450000.0,1.45,6016.597510373444
Rua Mesquita,Vila Deodoro,São Paulo,265,3,3,3,R$ 1.800.000,1800000.0,1.8,6792.452830188679
Rua Clara Parente,Vila Primavera,São Paulo,84,3,3,3,R$ 680.000,680000.0,0.68,8095.238095238095
Rua Müler Carioba,Cursino,São Paulo,181,3,3,4,R$ 950.000,950000.0,0.95,5248.618784530387
,Campo Belo,São Paulo,640,5,5,5,R$ 3.500.000,3500000.0,3.5,5468.75
Rua dos Chanes,Indianópolis,São Paulo,170,4,4,2,R$ 2.300.000,2300000.0,2.3,13529.411764705883
"Rua Oliveira Pimentel, 148 ",Jardim Paulista,São Paulo,502,4,4,8,R$ 8.900.000,8900000.0,8.9,17729.083665338647
"Rua Manuel Antônio Carvalho, 1 ",Vila Clarice,São Paulo,90,3,2,2,R$ 398.000,398000.0,0.398,4422.222222222223
Alameda dos Indígenas,Planalto Paulista,São Paulo,314,3,4,4,R$ 1.450.000,1450000.0,1.45,4617.834394904458
,Alto da Mooca,São Paulo,114,2,2,2,R$ 530.000,530000.0,0.53,4649.122807017544
Rua Manuel Navarro,Jardim Guedala,São Paulo,470,4,8,4,R$ 3.300.000,3300000.0,3.3,7021.276595744681
Rua Doutor José Maria Whitaker,Vila Sônia,São Paulo,264,3,2,2,R$ 1.568.000,1568000.0,1.568,5939.393939393939
Rua Granja Julieta,Granja Julieta,São Paulo,225,4,4,4,R$ 1.600.000,1600000.0,1.6,7111.111111111111
Rua Coelho de Carvalho,Alto da Lapa,São Paulo,111,2,2,1,R$ 650.000,650000.0,0.65,5855.855855855856
Rua Grécia,Jardim Europa,São Paulo,266,3,2,2,R$ 5.750.000,5750000.0,5.75,21616.541353383458
Rua Leandro Dupré,Vila Clementino,São Paulo,144,3,2,5,R$ 2.800.000,2800000.0,2.8,19444.444444444445
,Parque dos Príncipes,São Paulo,275,3,5,5,R$ 1.150.000,1150000.0,1.15,4181.818181818182
,Jardim Europa,São Paulo,203,4,3,5,R$ 6.300.000,6300000.0,6.3,31034.48275862069
Rua Rodrigo Cláudio,Aclimação,São Paulo,345,5,7,4,R$ 2.500.000,2500000.0,2.5,7246.376811594203
,Saúde,São Paulo,235,4,4,2,R$ 1.100.000,1100000.0,1.1,4680.851063829788
,Jardim Leonor,São Paulo,905,4,4,4,R$ 4.000.000,4000000.0,4.0,4419.889502762431
Rua Ernesto Manograsso,Cidade São Mateus,São Paulo,105,2,1,3,R$ 350.000,350000.0,0.35,3333.3333333333335
,Jardim Paulista,São Paulo,655,4,7,7,R$ 11.000.000,11000000.0,11.0,16793.893129770993
,Jardim América,São Paulo,1200,5,5,8,R$ 14.000.000,14000000.0,14.0,11666.666666666666
Rua Tomé Portes,Brooklin Paulista,São Paulo,450,3,4,8,R$ 4.000.000,4000000.0,4.0,8888.888888888889
Rua Coronel Castro Faria,Vila Romana,São Paulo,337,3,3,4,R$ 2.200.000,2200000.0,2.2,6528.189910979228
"Rua Edmon Mário Hage, 76 ",Planalto Paulista,São Paulo,336,3,3,4,R$ 850.000,850000.0,0.85,2529.7619047619046
Rua Eduardo Antônio de Paula,Jardim Santa Adélia,São Paulo,125,2,2,2,R$ 650.000,650000.0,0.65,5200.0
,Cerqueira César,São Paulo,148,3,3,3,R$ 1.600.000,1600000.0,1.6,10810.81081081081
,Jardim Cidade Pirituba,São Paulo,120,3,2,2,R$ 560.000,560000.0,0.56,4666.666666666667
Rua Francisco Teles Dourado,Jardim Prudência,São Paulo,325,4,3,4,R$ 1.380.000,1380000.0,1.38,4246.153846153846
Rua Rainha Vitória Eugênia,Vila Campestre,São Paulo,94,2,1,1,R$ 525.000,525000.0,0.525,5585.106382978724
Rua Doutor Cid de Castro Prado,Planalto Paulista,São Paulo,149,2,3,2,R$ 800.000,800000.0,0.8,5369.127516778523
Avenida dos Bandeirantes,Planalto Paulista,São Paulo,183,2,3,2,R$ 750.000,750000.0,0.75,4098.360655737705
Alameda dos Guatás,Saúde,São Paulo,215,3,5,2,R$ 1.130.000,1130000.0,1.13,5255.813953488372
Rua Lutécia,Vila Nova Manchester,São Paulo,313,2,1,1,R$ 1.100.000,1100000.0,1.1,3514.376996805112
Rua Salvador Caruso,Vila Ipojuca,São Paulo,216,3,4,5,R$ 1.450.000,1450000.0,1.45,6712.962962962963
,Jardim Paulista,São Paulo,140,3,4,2,R$ 2.290.000,2290000.0,2.29,16357.142857142857
,Vila Tramontano,São Paulo,388,3,7,8,R$ 4.900.000,4900000.0,4.9,12628.865979381444
Avenida Diógenes Ribeiro de Lima,Alto da Lapa,São Paulo,344,3,5,6,R$ 1.915.000,1915000.0,1.915,5566.860465116279
,Jardim Morumbi,São Paulo,1200,5,5,6,R$ 5.900.000,5900000.0,5.9,4916.666666666667
Avenida Amarilis,Cidade Jardim,São Paulo,840,4,6,8,R$ 5.900.000,5900000.0,5.9,7023.809523809524
,Jardim Europa,São Paulo,872,3,4,7,R$ 18.000.000,18000000.0,18.0,20642.201834862386
Rua Joaquim Lima de Moraes,Santo Amaro,São Paulo,224,3,5,2,R$ 1.500.000,1500000.0,1.5,6696.428571428572
,Ferreira,São Paulo,125,3,4,3,R$ 650.000,650000.0,0.65,5200.0
Rua Santo Irineu,Bosque da Saúde,São Paulo,150,3,2,3,R$ 950.000,950000.0,0.95,6333.333333333333
"Rua Antônio Bento, 50 ",Jardim Paulista,São Paulo,476,4,5,3,R$ 5.200.000,5200000.0,5.2,10924.36974789916
"Rua Coronel Irlandino Sandoval, 2222222222 ",Jardim Paulistano,São Paulo,390,4,4,5,R$ 4.900.000,4900000.0,4.9,12564.102564102564
,Jardim Europa,São Paulo,1317,4,5,7,R$ 25.000.000,25000000.0,25.0,18982.536066818528
Rua Xavier Gouveia,Parque Colonial,São Paulo,230,2,2,1,R$ 980.000,980000.0,0.98,4260.869565217391
Rua Napoleão de Barros,Vila Clementino,São Paulo,130,2,1,1,R$ 950.000,950000.0,0.95,7307.692307692308
Rua Barão de São Gabriel,Bela Aliança,São Paulo,235,3,3,4,R$ 1.600.000,1600000.0,1.6,6808.510638297872
,Jardim Leonor,São Paulo,547,4,4,4,R$ 3.000.000,3000000.0,3.0,5484.460694698355
"Rua Teixeira Pinto, 50 ",Jardim Paulista,São Paulo,517,4,6,4,R$ 9.500.000,9500000.0,9.5,18375.241779497097
,Jardim Cidália,São Paulo,230,3,4,8,R$ 845.000,845000.0,0.845,3673.913043478261
,Perdizes,São Paulo,120,3,3,2,R$ 1.250.000,1250000.0,1.25,10416.666666666666
,Cidade Jardim,São Paulo,1895,5,8,10,R$ 25.000.000,25000000.0,25.0,13192.612137203167
,Jardim Luzitânia,São Paulo,512,2,5,8,R$ 8.100.000,8100000.0,8.1,15820.3125
Rua Professor Araújo Maciel,Vila Fachini,São Paulo,60,2,2,2,R$ 450.000,450000.0,0.45,7500.0
"Rua Teresa Lon, 0 ",Jardim Patente Novo,São Paulo,190,3,4,4,R$ 780.000,780000.0,0.78,4105.263157894737
,Planalto Paulista,São Paulo,238,5,6,2,R$ 2.200.000,2200000.0,2.2,9243.697478991597
Rua Dom Lúcio de Sousa,Vila Gumercindo,São Paulo,172,4,1,1,R$ 849.000,849000.0,0.849,4936.046511627907
Rua Domingos Gonçalo,Jardim Campo Grande,São Paulo,240,3,5,4,R$ 2.300.000,2300000.0,2.3,9583.333333333334
Rua Zilda,Casa Verde Alta,São Paulo,223,3,2,3,R$ 640.000,640000.0,0.64,2869.9551569506725
,Campo Belo,São Paulo,300,4,4,2,R$ 2.300.000,2300000.0,2.3,7666.666666666667
Rua Pau Brasil. 10,Boaçava,São Paulo,464,5,4,4,R$ 4.000.000,4000000.0,4.0,8620.689655172413
,Jardim Paulista,São Paulo,420,4,4,2,R$ 3.800.000,3800000.0,3.8,9047.619047619048
Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul),São Paulo,200,2,4,3,R$ 1.100.000,1100000.0,1.1,5500.0
,Alto de Pinheiros,São Paulo,670,5,4,7,R$ 15.000.000,15000000.0,15.0,22388.059701492537
Rua Pio IV,Jardim Vitoria Regia,São Paulo,411,4,5,5,R$ 3.500.000,3500000.0,3.5,8515.81508515815
Rua Clarence,Vila Cruzeiro,São Paulo,160,3,5,2,R$ 1.650.000,1650000.0,1.65,10312.5
Rua Francisco Tapajós,Vila Santo Estéfano,São Paulo,82,3,2,1,R$ 520.000,520000.0,0.52,6341.463414634146
Rua Getúlio Vargas Filho,Cidade Vargas,São Paulo,130,3,2,4,R$ 850.000,850000.0,0.85,6538.461538461538
,Brooklin Paulista,São Paulo,180,3,3,2,R$ 1.200.000,1200000.0,1.2,6666.666666666667
,Morumbi,São Paulo,400,4,1,4,R$ 1.600.000,1600000.0,1.6,4000.0
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,266,3,4,6,R$ 1.400.000,1400000.0,1.4,5263.1578947368425
"Rua Veríssimo da Silva, 0 ",Jardim Nossa Senhora do Carmo,São Paulo,97,2,3,2,R$ 385.000,385000.0,0.385,3969.0721649484535
,Cidade Ademar,São Paulo,220,3,3,6,R$ 420.000,420000.0,0.42,1909.090909090909
"Rua Marcos Fernandes, 489 ",Jardim da Saúde,São Paulo,168,3,4,4,R$ 960.000,960000.0,0.96,5714.285714285715
,Saúde,São Paulo,143,4,1,5,R$ 2.940.000,2940000.0,2.94,20559.440559440558
,Nova Piraju,São Paulo,200,3,2,2,R$ 950.000,950000.0,0.95,4750.0
Praça Contendas,Vila Anhangüera,São Paulo,96,2,2,3,R$ 850.000,850000.0,0.85,8854.166666666666
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,387,3,5,4,R$ 1.800.000,1800000.0,1.8,4651.162790697675
Rua Amandaba,Jardim Prudência,São Paulo,300,3,4,3,R$ 1.500.000,1500000.0,1.5,5000.0
Rua Arandu,Itaim Bibi,São Paulo,87,1,2,2,R$ 900.000,900000.0,0.9,10344.827586206897
Rua Itamonte,Vila Medeiros,São Paulo,241,2,2,1,R$ 500.000,500000.0,0.5,2074.688796680498
,Sumarezinho,São Paulo,415,3,3,2,R$ 2.950.000,2950000.0,2.95,7108.433734939759
"Rua Jacarezinho, 355 ",Jardim Europa,São Paulo,1300,5,8,10,R$ 18.900.000,18900000.0,18.9,14538.461538461539
"Rua Melo Morais Filho, 100 ",Jardim Guedala,São Paulo,545,4,5,3,R$ 8.500.000,8500000.0,8.5,15596.330275229358
"Rua Araucária, 243 ",Jardim Franca,São Paulo,251,3,3,3,R$ 929.000,929000.0,0.929,3701.195219123506
,Cidade Monções,São Paulo,150,3,4,2,R$ 1.990.000,1990000.0,1.99,13266.666666666666
Rua Alexandre Dumas,Chácara Santo Antônio (Zona Sul),São Paulo,150,3,3,2,R$ 995.000,995000.0,0.995,6633.333333333333
Avenida Albert Einstein,Jardim Leonor,São Paulo,790,5,9,9,R$ 6.000.000,6000000.0,6.0,7594.93670886076
"Rua Antônio Calixto Abrão, 63 ",Parque Imperial,São Paulo,96,2,2,3,R$ 590.000,590000.0,0.59,6145.833333333333
Rua Engenheiro César Silveira Grilo,Jardim Marajoara,São Paulo,485,4,7,6,R$ 2.700.000,2700000.0,2.7,5567.01030927835
Rua Péricles,Jardim Petrópolis,São Paulo,900,3,3,5,R$ 13.000.000,13000000.0,13.0,14444.444444444445
"Rua Coelho de Carvalho, 330 ",Alto da Lapa,São Paulo,220,3,4,4,R$ 1.280.000,1280000.0,1.28,5818.181818181818
,Vila Campo Grande,São Paulo,100,3,1,2,R$ 530.000,530000.0,0.53,5300.0
Rua Irmã Maria Amélia,Vila Pirituba,São Paulo,182,3,4,2,R$ 590.000,590000.0,0.59,3241.7582417582416
Rua Guimarães Passos,Vila Mariana,São Paulo,210,4,4,3,R$ 1.700.000,1700000.0,1.7,8095.238095238095
Rua Bernardino de Campos,Campo Belo,São Paulo,340,3,6,5,R$ 2.500.000,2500000.0,2.5,7352.941176470588
Rua Escobar Ortiz,Vila Nova Conceição,São Paulo,200,3,5,4,R$ 5.850.000,5850000.0,5.85,29250.0
,Aclimação,São Paulo,200,3,4,4,R$ 1.060.000,1060000.0,1.06,5300.0
"Rua Faustolo, 106 ",Lapa,São Paulo,205,3,1,1,R$ 900.000,900000.0,0.9,4390.243902439024
,Cambuci,São Paulo,371,4,5,5,R$ 1.650.000,1650000.0,1.65,4447.43935309973
Rua Ministro Oscar Saraiva,Vila Brasílio Machado,São Paulo,165,3,2,2,R$ 700.000,700000.0,0.7,4242.424242424242
Rua Wagih Assad Abdalla,Morumbi,São Paulo,525,5,9,6,R$ 4.800.000,4800000.0,4.8,9142.857142857143
Rua Gaurama,Jardim Franca,São Paulo,455,5,6,5,R$ 2.200.000,2200000.0,2.2,4835.1648351648355
